Hostname,LocalIP,HostType,OSVersion,Product,CVE ID,CVE Description,Status,Severity,Created Date,Closed Date,Base Score,CVSS Version,Vector,Vendor Advisory,References,Recommended Remediations,Remediation Details,Remediation Links,Tags,Vulnerable Product Versions,Asset Criticality,Vulnerability ID,Types
MOBILEBACKEND-0279,10.30.242.55,Server,Windows Server 2022,xz-utils,CVE-2024-3094,A backdoor was discovered in xz-utils that allows remote code execution via SSH.,Closed,Critical,2026-01-22,2026-02-03,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-3094,https://nvd.nist.gov/vuln/detail/CVE-2024-3094,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update xz-utils to a version above 5.6.0.,https://downloads.example.com/xz-utils,Mobile-Backend,xz-utils <= 5.6.0,Medium,VULN-1004141,Software Vulnerability
MOBILEBACKEND-0279,10.30.242.55,Server,Windows Server 2022,Windows Wi-Fi Driver,CVE-2024-30078,A remote code execution vulnerability exists in the Windows Wi-Fi driver.,Closed,Critical,2026-03-18,2026-03-25,8.8,3.1,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-30078,https://nvd.nist.gov/vuln/detail/CVE-2024-30078,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows Wi-Fi Driver to a version above Windows 11.,https://downloads.example.com/windows-wi-fi-driver,Mobile-Backend,Windows Wi-Fi Driver <= Windows 11,Medium,VULN-3298057,Software Vulnerability
MOBILEBACKEND-0279,10.30.242.55,Server,Windows Server 2022,Jenkins,CVE-2024-23897,An arbitrary file read vulnerability in Jenkins' CLI command parser can lead to RCE.,Open,Critical,2026-06-22,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-23897,https://nvd.nist.gov/vuln/detail/CVE-2024-23897,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Jenkins to a version above 2.441.,https://downloads.example.com/jenkins,Mobile-Backend,Jenkins <= 2.441,Medium,VULN-8137123,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,Apache ActiveMQ,CVE-2023-46604,A deserialization vulnerability in ActiveMQ's OpenWire protocol allows remote code execution.,Closed,Critical,2026-03-15,2026-04-04,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-46604,https://nvd.nist.gov/vuln/detail/CVE-2023-46604,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache ActiveMQ to a version above 5.18.,https://downloads.example.com/apache-activemq,Mobile-Backend,Apache ActiveMQ <= 5.18,Medium,VULN-5659649,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,Microsoft Exchange Server,CVE-2024-49040,A spoofing vulnerability in Microsoft Exchange Server allows message header manipulation.,Open,Medium,2025-12-16,,6.5,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,https://vendor-advisories.example.com/CVE-2024-49040,https://nvd.nist.gov/vuln/detail/CVE-2024-49040,Include in next scheduled patch cycle.,Update Microsoft Exchange Server to a version above 2019.,https://downloads.example.com/microsoft-exchange-server,Mobile-Backend,Microsoft Exchange Server <= 2019,Medium,VULN-8409604,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,Microsoft Edge,CVE-2024-38178,A memory corruption vulnerability in the Scripting Engine allows remote code execution.,Open,High,2026-06-11,,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38178,https://nvd.nist.gov/vuln/detail/CVE-2024-38178,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Microsoft Edge to a version above Chromium-based.,https://downloads.example.com/microsoft-edge,Mobile-Backend,Microsoft Edge <= Chromium-based,Medium,VULN-5203347,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,Microsoft SharePoint Server,CVE-2023-29357,A privilege escalation vulnerability in SharePoint Server allows an attacker to gain administrator privileges.,Closed,Critical,2025-12-04,2025-12-06,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-29357,https://nvd.nist.gov/vuln/detail/CVE-2023-29357,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Microsoft SharePoint Server to a version above Subscription Edition.,https://downloads.example.com/microsoft-sharepoint-server,Mobile-Backend,Microsoft SharePoint Server <= Subscription Edition,Medium,VULN-6841499,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,Windows TCP/IP Stack,CVE-2024-38063,An integer underflow in the Windows TCP/IP stack allows unauthenticated remote code execution.,Closed,Critical,2026-01-03,2026-01-09,9.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38063,https://nvd.nist.gov/vuln/detail/CVE-2024-38063,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows TCP/IP Stack to a version above Windows Server 2022.,https://downloads.example.com/windows-tcp/ip-stack,Mobile-Backend,Windows TCP/IP Stack <= Windows Server 2022,Medium,VULN-8114847,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,PHP,CVE-2024-4577,A CGI argument injection vulnerability in PHP on Windows allows remote code execution.,Open,Critical,2026-01-21,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-4577,https://nvd.nist.gov/vuln/detail/CVE-2024-4577,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update PHP to a version above 8.1.,https://downloads.example.com/php,Mobile-Backend,PHP <= 8.1,Medium,VULN-4204180,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,FortiOS,CVE-2024-21762,An out-of-bounds write vulnerability in FortiOS SSL-VPN allows unauthenticated RCE.,Closed,Critical,2026-04-17,2026-05-03,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-21762,https://nvd.nist.gov/vuln/detail/CVE-2024-21762,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update FortiOS to a version above 7.4.,https://downloads.example.com/fortios,Mobile-Backend,FortiOS <= 7.4,Medium,VULN-1179053,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,PAN-OS,CVE-2024-3400,A command injection vulnerability in PAN-OS GlobalProtect allows unauthenticated RCE.,Closed,Critical,2026-01-12,2026-01-22,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-3400,https://nvd.nist.gov/vuln/detail/CVE-2024-3400,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update PAN-OS to a version above 11.1.,https://downloads.example.com/pan-os,Mobile-Backend,PAN-OS <= 11.1,Medium,VULN-2578878,Software Vulnerability
MOBILEBACKEND-0280,10.24.60.63,Server,RHEL 9,VMware Aria Operations,CVE-2023-20887,A command injection vulnerability allows remote code execution on the appliance.,Open,High,2026-04-10,,8.6,3.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-20887,https://nvd.nist.gov/vuln/detail/CVE-2023-20887,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update VMware Aria Operations to a version above 8.10.,https://downloads.example.com/vmware-aria-operations,Mobile-Backend,VMware Aria Operations <= 8.10,Medium,VULN-9435472,Software Vulnerability
MOBILEBACKEND-0281,10.20.140.166,Workstation,macOS 14,Apache ActiveMQ,CVE-2023-46604,A deserialization vulnerability in ActiveMQ's OpenWire protocol allows remote code execution.,Open,Critical,2025-10-19,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-46604,https://nvd.nist.gov/vuln/detail/CVE-2023-46604,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache ActiveMQ to a version above 5.18.,https://downloads.example.com/apache-activemq,Mobile-Backend,Apache ActiveMQ <= 5.18,Medium,VULN-8898869,Software Vulnerability
MOBILEBACKEND-0281,10.20.140.166,Workstation,macOS 14,OpenSSH,CVE-2024-6387,A signal handler race condition in OpenSSH server allows unauthenticated remote code execution.,Closed,Critical,2026-05-24,2026-06-04,9.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-6387,https://nvd.nist.gov/vuln/detail/CVE-2024-6387,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update OpenSSH to a version above 8.9p1.,https://downloads.example.com/openssh,Mobile-Backend,OpenSSH <= 8.9p1,Medium,VULN-2742939,Software Vulnerability
MOBILEBACKEND-0281,10.20.140.166,Workstation,macOS 14,Windows TCP/IP Stack,CVE-2024-38063,An integer underflow in the Windows TCP/IP stack allows unauthenticated remote code execution.,Closed,Critical,2025-10-23,2025-10-26,9.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38063,https://nvd.nist.gov/vuln/detail/CVE-2024-38063,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows TCP/IP Stack to a version above Windows Server 2022.,https://downloads.example.com/windows-tcp/ip-stack,Mobile-Backend,Windows TCP/IP Stack <= Windows Server 2022,Medium,VULN-3968018,Software Vulnerability
MOBILEBACKEND-0281,10.20.140.166,Workstation,macOS 14,Windows Common Log File System Driver,CVE-2024-49138,A privilege escalation vulnerability allows an attacker to gain SYSTEM privileges.,Closed,High,2025-12-10,2025-12-18,7.8,3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-49138,https://nvd.nist.gov/vuln/detail/CVE-2024-49138,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Windows Common Log File System Driver to a version above Windows Server 2019.,https://downloads.example.com/windows-common-log-file-system-driver,Mobile-Backend,Windows Common Log File System Driver <= Windows Server 2019,Medium,VULN-3003648,Software Vulnerability
MOBILEBACKEND-0281,10.20.140.166,Workstation,macOS 14,libwebp,CVE-2023-4863,A heap buffer overflow in libwebp's image decoding can lead to remote code execution.,Closed,High,2025-11-01,2025-11-20,8.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-4863,https://nvd.nist.gov/vuln/detail/CVE-2023-4863,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update libwebp to a version above 1.3.1.,https://downloads.example.com/libwebp,Mobile-Backend,libwebp <= 1.3.1,Medium,VULN-5655311,Software Vulnerability
MOBILEBACKEND-0281,10.20.140.166,Workstation,macOS 14,Windows Wi-Fi Driver,CVE-2024-30078,A remote code execution vulnerability exists in the Windows Wi-Fi driver.,Open,Critical,2026-01-11,,8.8,3.1,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-30078,https://nvd.nist.gov/vuln/detail/CVE-2024-30078,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows Wi-Fi Driver to a version above Windows 11.,https://downloads.example.com/windows-wi-fi-driver,Mobile-Backend,Windows Wi-Fi Driver <= Windows 11,Medium,VULN-1279750,Software Vulnerability
MOBILEBACKEND-0281,10.20.140.166,Workstation,macOS 14,Spring Framework,CVE-2022-22965,Spring4Shell — a remote code execution vulnerability in Spring MVC/WebFlux applications.,Open,Critical,2026-03-23,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2022-22965,https://nvd.nist.gov/vuln/detail/CVE-2022-22965,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Spring Framework to a version above 5.3.17.,https://downloads.example.com/spring-framework,Mobile-Backend,Spring Framework <= 5.3.17,Medium,VULN-6309658,Software Vulnerability
MOBILEBACKEND-0281,10.20.140.166,Workstation,macOS 14,Microsoft SharePoint Server,CVE-2023-29357,A privilege escalation vulnerability in SharePoint Server allows an attacker to gain administrator privileges.,Open,Critical,2025-12-29,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-29357,https://nvd.nist.gov/vuln/detail/CVE-2023-29357,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Microsoft SharePoint Server to a version above Subscription Edition.,https://downloads.example.com/microsoft-sharepoint-server,Mobile-Backend,Microsoft SharePoint Server <= Subscription Edition,Medium,VULN-7144765,Software Vulnerability
MOBILEBACKEND-0282,10.21.31.18,Server,Windows Server 2019,Windows Hyper-V,CVE-2024-38080,A privilege escalation vulnerability in Windows Hyper-V allows an attacker to gain SYSTEM privileges.,Closed,Critical,2026-02-17,2026-02-22,7.8,3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38080,https://nvd.nist.gov/vuln/detail/CVE-2024-38080,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows Hyper-V to a version above Windows Server 2022.,https://downloads.example.com/windows-hyper-v,Mobile-Backend,Windows Hyper-V <= Windows Server 2022,Medium,VULN-5622550,Software Vulnerability
MOBILEBACKEND-0282,10.21.31.18,Server,Windows Server 2019,Microsoft Edge,CVE-2024-38178,A memory corruption vulnerability in the Scripting Engine allows remote code execution.,Open,High,2026-01-13,,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38178,https://nvd.nist.gov/vuln/detail/CVE-2024-38178,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Microsoft Edge to a version above Chromium-based.,https://downloads.example.com/microsoft-edge,Mobile-Backend,Microsoft Edge <= Chromium-based,Medium,VULN-7866101,Software Vulnerability
MOBILEBACKEND-0282,10.21.31.18,Server,Windows Server 2019,VMware Aria Operations,CVE-2023-20887,A command injection vulnerability allows remote code execution on the appliance.,Open,High,2025-12-31,,8.6,3.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-20887,https://nvd.nist.gov/vuln/detail/CVE-2023-20887,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update VMware Aria Operations to a version above 8.10.,https://downloads.example.com/vmware-aria-operations,Mobile-Backend,VMware Aria Operations <= 8.10,Medium,VULN-1054096,Software Vulnerability
MOBILEBACKEND-0282,10.21.31.18,Server,Windows Server 2019,JetBrains TeamCity,CVE-2024-27198,An authentication bypass vulnerability in TeamCity allows unauthorized administrative access.,Closed,Critical,2026-03-12,2026-03-19,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-27198,https://nvd.nist.gov/vuln/detail/CVE-2024-27198,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update JetBrains TeamCity to a version above 2023.11.,https://downloads.example.com/jetbrains-teamcity,Mobile-Backend,JetBrains TeamCity <= 2023.11,Medium,VULN-2444438,Software Vulnerability
MOBILEBACKEND-0283,10.29.46.48,Server,Windows Server 2019,nginx,CVE-2023-44487,HTTP/2 Rapid Reset allows a denial-of-service attack against affected servers.,Open,High,2025-11-14,,7.5,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://vendor-advisories.example.com/CVE-2023-44487,https://nvd.nist.gov/vuln/detail/CVE-2023-44487,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update nginx to a version above 1.24.,https://downloads.example.com/nginx,Mobile-Backend,nginx <= 1.24,Medium,VULN-5139478,Software Vulnerability
MOBILEBACKEND-0283,10.29.46.48,Server,Windows Server 2019,curl,CVE-2023-38545,A heap buffer overflow in curl's SOCKS5 proxy handling can lead to a crash or code execution.,Open,High,2026-03-10,,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-38545,https://nvd.nist.gov/vuln/detail/CVE-2023-38545,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update curl to a version above 8.3.0.,https://downloads.example.com/curl,Mobile-Backend,curl <= 8.3.0,Medium,VULN-4205892,Software Vulnerability
MOBILEBACKEND-0283,10.29.46.48,Server,Windows Server 2019,Atlassian Confluence,CVE-2023-22515,A broken access control vulnerability allows creation of unauthorized administrator accounts.,Closed,Critical,2025-12-10,2025-12-26,9.1,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,https://vendor-advisories.example.com/CVE-2023-22515,https://nvd.nist.gov/vuln/detail/CVE-2023-22515,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Atlassian Confluence to a version above 8.5.,https://downloads.example.com/atlassian-confluence,Mobile-Backend,Atlassian Confluence <= 8.5,Medium,VULN-5816345,Software Vulnerability
MOBILEBACKEND-0283,10.29.46.48,Server,Windows Server 2019,MOVEit Transfer,CVE-2023-34362,A SQL injection vulnerability in MOVEit Transfer allows unauthenticated remote code execution.,Closed,Critical,2026-01-03,2026-01-07,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-34362,https://nvd.nist.gov/vuln/detail/CVE-2023-34362,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update MOVEit Transfer to a version above 2023.0.,https://downloads.example.com/moveit-transfer,Mobile-Backend,MOVEit Transfer <= 2023.0,Medium,VULN-5576814,Software Vulnerability
MOBILEBACKEND-0283,10.29.46.48,Server,Windows Server 2019,Spring Framework,CVE-2022-22965,Spring4Shell — a remote code execution vulnerability in Spring MVC/WebFlux applications.,Closed,Critical,2026-01-14,2026-01-22,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2022-22965,https://nvd.nist.gov/vuln/detail/CVE-2022-22965,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Spring Framework to a version above 5.3.17.,https://downloads.example.com/spring-framework,Mobile-Backend,Spring Framework <= 5.3.17,Medium,VULN-8375236,Software Vulnerability
MOBILEBACKEND-0283,10.29.46.48,Server,Windows Server 2019,xz-utils,CVE-2024-3094,A backdoor was discovered in xz-utils that allows remote code execution via SSH.,Closed,Critical,2026-02-16,2026-02-23,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-3094,https://nvd.nist.gov/vuln/detail/CVE-2024-3094,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update xz-utils to a version above 5.6.0.,https://downloads.example.com/xz-utils,Mobile-Backend,xz-utils <= 5.6.0,Medium,VULN-9775200,Software Vulnerability
MOBILEBACKEND-0283,10.29.46.48,Server,Windows Server 2019,Microsoft SharePoint Server,CVE-2023-29357,A privilege escalation vulnerability in SharePoint Server allows an attacker to gain administrator privileges.,Open,Critical,2026-05-22,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-29357,https://nvd.nist.gov/vuln/detail/CVE-2023-29357,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Microsoft SharePoint Server to a version above Subscription Edition.,https://downloads.example.com/microsoft-sharepoint-server,Mobile-Backend,Microsoft SharePoint Server <= Subscription Edition,Medium,VULN-3860089,Software Vulnerability
MOBILEBACKEND-0283,10.29.46.48,Server,Windows Server 2019,Microsoft Edge,CVE-2024-38178,A memory corruption vulnerability in the Scripting Engine allows remote code execution.,Open,High,2025-10-22,,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38178,https://nvd.nist.gov/vuln/detail/CVE-2024-38178,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Microsoft Edge to a version above Chromium-based.,https://downloads.example.com/microsoft-edge,Mobile-Backend,Microsoft Edge <= Chromium-based,Medium,VULN-7470648,Software Vulnerability
