Hostname,LocalIP,HostType,OSVersion,Product,CVE ID,CVE Description,Status,Severity,Created Date,Closed Date,Base Score,CVSS Version,Vector,Vendor Advisory,References,Recommended Remediations,Remediation Details,Remediation Links,Tags,Vulnerable Product Versions,Asset Criticality,Vulnerability ID,Types
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,Windows TCP/IP Stack,CVE-2024-38063,An integer underflow in the Windows TCP/IP stack allows unauthenticated remote code execution.,Reopened,Critical,2026-06-06,2026-06-26,9.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38063,https://nvd.nist.gov/vuln/detail/CVE-2024-38063,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows TCP/IP Stack to a version above Windows Server 2022.,https://downloads.example.com/windows-tcp/ip-stack,DevOps-Tooling,Windows TCP/IP Stack <= Windows Server 2022,High,VULN-3353515,Software Vulnerability
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,Microsoft Edge,CVE-2024-38178,A memory corruption vulnerability in the Scripting Engine allows remote code execution.,Open,High,2026-05-07,,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38178,https://nvd.nist.gov/vuln/detail/CVE-2024-38178,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Microsoft Edge to a version above Chromium-based.,https://downloads.example.com/microsoft-edge,DevOps-Tooling,Microsoft Edge <= Chromium-based,High,VULN-8789111,Software Vulnerability
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,PAN-OS,CVE-2024-3400,A command injection vulnerability in PAN-OS GlobalProtect allows unauthenticated RCE.,Closed,Critical,2026-04-24,2026-04-25,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-3400,https://nvd.nist.gov/vuln/detail/CVE-2024-3400,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update PAN-OS to a version above 11.1.,https://downloads.example.com/pan-os,DevOps-Tooling,PAN-OS <= 11.1,High,VULN-5995313,Software Vulnerability
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,Microsoft SharePoint Server,CVE-2023-29357,A privilege escalation vulnerability in SharePoint Server allows an attacker to gain administrator privileges.,Open,Critical,2026-05-21,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-29357,https://nvd.nist.gov/vuln/detail/CVE-2023-29357,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Microsoft SharePoint Server to a version above Subscription Edition.,https://downloads.example.com/microsoft-sharepoint-server,DevOps-Tooling,Microsoft SharePoint Server <= Subscription Edition,High,VULN-6192707,Software Vulnerability
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,Microsoft Outlook,CVE-2024-21413,A vulnerability in Microsoft Outlook allows remote code execution via a crafted email.,Closed,Critical,2025-11-18,2025-11-26,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-21413,https://nvd.nist.gov/vuln/detail/CVE-2024-21413,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Microsoft Outlook to a version above 2021.,https://downloads.example.com/microsoft-outlook,DevOps-Tooling,Microsoft Outlook <= 2021,High,VULN-6831067,Software Vulnerability
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,FortiOS SSL-VPN,CVE-2023-27997,A heap buffer overflow in FortiOS SSL-VPN allows unauthenticated remote code execution.,Open,Critical,2026-05-10,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-27997,https://nvd.nist.gov/vuln/detail/CVE-2023-27997,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update FortiOS SSL-VPN to a version above 7.2.,https://downloads.example.com/fortios-ssl-vpn,DevOps-Tooling,FortiOS SSL-VPN <= 7.2,High,VULN-1566645,Software Vulnerability
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,nginx,CVE-2023-44487,HTTP/2 Rapid Reset allows a denial-of-service attack against affected servers.,Open,High,2026-02-12,,7.5,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://vendor-advisories.example.com/CVE-2023-44487,https://nvd.nist.gov/vuln/detail/CVE-2023-44487,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update nginx to a version above 1.24.,https://downloads.example.com/nginx,DevOps-Tooling,nginx <= 1.24,High,VULN-1554088,Software Vulnerability
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,Apache ActiveMQ,CVE-2023-46604,A deserialization vulnerability in ActiveMQ's OpenWire protocol allows remote code execution.,Closed,Critical,2025-10-15,2025-10-19,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-46604,https://nvd.nist.gov/vuln/detail/CVE-2023-46604,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache ActiveMQ to a version above 5.18.,https://downloads.example.com/apache-activemq,DevOps-Tooling,Apache ActiveMQ <= 5.18,High,VULN-1631411,Software Vulnerability
DEVOPSTOOLING-0456,10.13.180.62,Server,Windows Server 2019,Atlassian Confluence,CVE-2023-22515,A broken access control vulnerability allows creation of unauthorized administrator accounts.,Open,Critical,2026-04-19,,9.1,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,https://vendor-advisories.example.com/CVE-2023-22515,https://nvd.nist.gov/vuln/detail/CVE-2023-22515,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Atlassian Confluence to a version above 8.5.,https://downloads.example.com/atlassian-confluence,DevOps-Tooling,Atlassian Confluence <= 8.5,High,VULN-8157573,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,Windows TCP/IP Stack,CVE-2024-38063,An integer underflow in the Windows TCP/IP stack allows unauthenticated remote code execution.,Closed,Critical,2025-10-08,2025-10-27,9.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38063,https://nvd.nist.gov/vuln/detail/CVE-2024-38063,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows TCP/IP Stack to a version above Windows Server 2022.,https://downloads.example.com/windows-tcp/ip-stack,DevOps-Tooling,Windows TCP/IP Stack <= Windows Server 2022,High,VULN-3709721,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,Apache ActiveMQ,CVE-2023-46604,A deserialization vulnerability in ActiveMQ's OpenWire protocol allows remote code execution.,Closed,Critical,2026-07-01,2026-07-08,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-46604,https://nvd.nist.gov/vuln/detail/CVE-2023-46604,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache ActiveMQ to a version above 5.18.,https://downloads.example.com/apache-activemq,DevOps-Tooling,Apache ActiveMQ <= 5.18,High,VULN-2314715,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,Jenkins,CVE-2024-23897,An arbitrary file read vulnerability in Jenkins' CLI command parser can lead to RCE.,Open,Critical,2026-03-13,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-23897,https://nvd.nist.gov/vuln/detail/CVE-2024-23897,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Jenkins to a version above 2.441.,https://downloads.example.com/jenkins,DevOps-Tooling,Jenkins <= 2.441,High,VULN-9799989,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,Atlassian Confluence,CVE-2023-22515,A broken access control vulnerability allows creation of unauthorized administrator accounts.,Open,Critical,2026-07-17,,9.1,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,https://vendor-advisories.example.com/CVE-2023-22515,https://nvd.nist.gov/vuln/detail/CVE-2023-22515,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Atlassian Confluence to a version above 8.5.,https://downloads.example.com/atlassian-confluence,DevOps-Tooling,Atlassian Confluence <= 8.5,High,VULN-6627064,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,ConnectWise ScreenConnect,CVE-2024-1709,An authentication bypass in ScreenConnect allows an attacker to create an administrative account.,Closed,Critical,2026-04-23,2026-05-06,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-1709,https://nvd.nist.gov/vuln/detail/CVE-2024-1709,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update ConnectWise ScreenConnect to a version above 23.9.,https://downloads.example.com/connectwise-screenconnect,DevOps-Tooling,ConnectWise ScreenConnect <= 23.9,High,VULN-8291789,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,OpenSSH,CVE-2024-6387,A signal handler race condition in OpenSSH server allows unauthenticated remote code execution.,Closed,Critical,2026-02-07,2026-02-15,9.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-6387,https://nvd.nist.gov/vuln/detail/CVE-2024-6387,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update OpenSSH to a version above 8.9p1.,https://downloads.example.com/openssh,DevOps-Tooling,OpenSSH <= 8.9p1,High,VULN-5901629,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,Microsoft Exchange Server,CVE-2024-49040,A spoofing vulnerability in Microsoft Exchange Server allows message header manipulation.,Closed,Medium,2026-01-25,2026-04-30,6.5,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,https://vendor-advisories.example.com/CVE-2024-49040,https://nvd.nist.gov/vuln/detail/CVE-2024-49040,Include in next scheduled patch cycle.,Update Microsoft Exchange Server to a version above 2019.,https://downloads.example.com/microsoft-exchange-server,DevOps-Tooling,Microsoft Exchange Server <= 2019,High,VULN-2224634,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,FortiOS,CVE-2024-21762,An out-of-bounds write vulnerability in FortiOS SSL-VPN allows unauthenticated RCE.,Open,Critical,2026-03-09,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-21762,https://nvd.nist.gov/vuln/detail/CVE-2024-21762,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update FortiOS to a version above 7.4.,https://downloads.example.com/fortios,DevOps-Tooling,FortiOS <= 7.4,High,VULN-7635756,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,MOVEit Transfer,CVE-2023-34362,A SQL injection vulnerability in MOVEit Transfer allows unauthenticated remote code execution.,Open,Critical,2026-02-06,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-34362,https://nvd.nist.gov/vuln/detail/CVE-2023-34362,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update MOVEit Transfer to a version above 2023.0.,https://downloads.example.com/moveit-transfer,DevOps-Tooling,MOVEit Transfer <= 2023.0,High,VULN-5067771,Software Vulnerability
DEVOPSTOOLING-0457,10.3.183.37,Server,Windows Server 2019,Microsoft Office,CVE-2023-36884,A vulnerability in Microsoft Office allows remote code execution via a crafted document.,Closed,High,2026-02-13,2026-02-26,7.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-36884,https://nvd.nist.gov/vuln/detail/CVE-2023-36884,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Microsoft Office to a version above 2021.,https://downloads.example.com/microsoft-office,DevOps-Tooling,Microsoft Office <= 2021,High,VULN-7877280,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,Atlassian Confluence,CVE-2023-22515,A broken access control vulnerability allows creation of unauthorized administrator accounts.,Open,Critical,2026-06-28,,9.1,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,https://vendor-advisories.example.com/CVE-2023-22515,https://nvd.nist.gov/vuln/detail/CVE-2023-22515,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Atlassian Confluence to a version above 8.5.,https://downloads.example.com/atlassian-confluence,DevOps-Tooling,Atlassian Confluence <= 8.5,High,VULN-5523283,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,VMware Aria Operations,CVE-2023-20887,A command injection vulnerability allows remote code execution on the appliance.,Closed,High,2025-11-24,2025-12-19,8.6,3.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-20887,https://nvd.nist.gov/vuln/detail/CVE-2023-20887,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update VMware Aria Operations to a version above 8.10.,https://downloads.example.com/vmware-aria-operations,DevOps-Tooling,VMware Aria Operations <= 8.10,High,VULN-1133816,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,Veeam Backup,CVE-2024-29849,An authentication bypass vulnerability allows unauthorized access to Veeam Backup Enterprise Manager.,Closed,High,2026-05-20,2026-06-09,8.1,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,https://vendor-advisories.example.com/CVE-2024-29849,https://nvd.nist.gov/vuln/detail/CVE-2024-29849,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Veeam Backup to a version above 12.1.,https://downloads.example.com/veeam-backup,DevOps-Tooling,Veeam Backup <= 12.1,High,VULN-1727321,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,JetBrains TeamCity,CVE-2024-27198,An authentication bypass vulnerability in TeamCity allows unauthorized administrative access.,Closed,Critical,2026-06-06,2026-06-14,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-27198,https://nvd.nist.gov/vuln/detail/CVE-2024-27198,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update JetBrains TeamCity to a version above 2023.11.,https://downloads.example.com/jetbrains-teamcity,DevOps-Tooling,JetBrains TeamCity <= 2023.11,High,VULN-9700196,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,FortiOS SSL-VPN,CVE-2023-27997,A heap buffer overflow in FortiOS SSL-VPN allows unauthenticated remote code execution.,Closed,Critical,2026-03-31,2026-04-03,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-27997,https://nvd.nist.gov/vuln/detail/CVE-2023-27997,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update FortiOS SSL-VPN to a version above 7.2.,https://downloads.example.com/fortios-ssl-vpn,DevOps-Tooling,FortiOS SSL-VPN <= 7.2,High,VULN-8929208,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,WordPress Backup Migration Plugin,CVE-2023-6553,A remote code execution vulnerability in the Backup Migration WordPress plugin.,Open,High,2025-12-10,,8.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-6553,https://nvd.nist.gov/vuln/detail/CVE-2023-6553,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update WordPress Backup Migration Plugin to a version above 1.3.7.,https://downloads.example.com/wordpress-backup-migration-plugin,DevOps-Tooling,WordPress Backup Migration Plugin <= 1.3.7,High,VULN-3108240,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,PHP,CVE-2024-4577,A CGI argument injection vulnerability in PHP on Windows allows remote code execution.,Reopened,Critical,2025-10-23,2025-10-25,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-4577,https://nvd.nist.gov/vuln/detail/CVE-2024-4577,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update PHP to a version above 8.1.,https://downloads.example.com/php,DevOps-Tooling,PHP <= 8.1,High,VULN-5666375,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,ConnectWise ScreenConnect,CVE-2024-1709,An authentication bypass in ScreenConnect allows an attacker to create an administrative account.,Closed,Critical,2026-07-21,2026-07-27,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-1709,https://nvd.nist.gov/vuln/detail/CVE-2024-1709,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update ConnectWise ScreenConnect to a version above 23.9.,https://downloads.example.com/connectwise-screenconnect,DevOps-Tooling,ConnectWise ScreenConnect <= 23.9,High,VULN-4748802,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,MOVEit Transfer,CVE-2023-34362,A SQL injection vulnerability in MOVEit Transfer allows unauthenticated remote code execution.,Closed,Critical,2026-07-21,2026-07-31,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-34362,https://nvd.nist.gov/vuln/detail/CVE-2023-34362,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update MOVEit Transfer to a version above 2023.0.,https://downloads.example.com/moveit-transfer,DevOps-Tooling,MOVEit Transfer <= 2023.0,High,VULN-6968855,Software Vulnerability
DEVOPSTOOLING-0458,10.4.114.14,Server,Windows Server 2022,MySQL,CVE-2024-6670,An authentication vulnerability in MySQL allows unauthorized password reset.,Closed,High,2025-11-27,2026-01-04,8.1,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,https://vendor-advisories.example.com/CVE-2024-6670,https://nvd.nist.gov/vuln/detail/CVE-2024-6670,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update MySQL to a version above 8.0.35.,https://downloads.example.com/mysql,DevOps-Tooling,MySQL <= 8.0.35,High,VULN-7601537,Software Vulnerability
DEVOPSTOOLING-0459,10.6.169.151,Workstation,macOS 14,Spring Framework,CVE-2022-22965,Spring4Shell — a remote code execution vulnerability in Spring MVC/WebFlux applications.,Open,Critical,2026-05-12,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2022-22965,https://nvd.nist.gov/vuln/detail/CVE-2022-22965,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Spring Framework to a version above 5.3.17.,https://downloads.example.com/spring-framework,DevOps-Tooling,Spring Framework <= 5.3.17,Low,VULN-2323408,Software Vulnerability
DEVOPSTOOLING-0459,10.6.169.151,Workstation,macOS 14,Apache Log4j,CVE-2021-44228,Log4Shell — a JNDI injection vulnerability allows unauthenticated remote code execution.,Open,Critical,2026-01-23,,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2021-44228,https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache Log4j to a version above 2.14.1.,https://downloads.example.com/apache-log4j,DevOps-Tooling,Apache Log4j <= 2.14.1,Low,VULN-5380387,Software Vulnerability
